"";"MSETrain";"MSEValid"
"1";0,0514854628677121;0,0362389920984657
"2";0,0424172700801714;0,0288568792991268
"3";0,0328459940296161;0,0232888355995845
"4";0,0264394352736982;0,0206173947713907
"5";0,0232636319009232;0,019460573937129
"6";0,0217251407289968;0,0189348077311099
"7";0,0208953591997955;0,0186873165149133
"8";0,0203851079477847;0,0185736209443472
"9";0,0200345739963371;0,0185280922547127
"10";0,01977317310074;0,0185181191824015
"11";0,0195663553997151;0,0185265031833093
"12";0,0193956260928058;0,0185437815860637
"13";0,0192501907595539;0,018564616592185
"14";0,0191232918921412;0,0185859272780928
"15";0,0190104589493144;0,0186059104586111
"16";0,0189085515957434;0,0186235638498103
"17";0,0188153137281103;0,0186382948773579
"18";0,0187289938571769;0,0186498396604964
"19";0,0186483404782983;0,0186580732030776
"20";0,0185722872663084;0,0186629793018971
"21";0,0184999854819289;0,0186646088813115
"22";0,0184307962559573;0,0186630765211235
"23";0,0183641563341456;0,0186584748110725
"24";0,0182995611024134;0,0186509310620502
"25";0,0182366556334264;0,0186405644833463
"26";0,0181750896293369;0,0186274954416219
"27";0,0181145822346018;0,0186118292577058
"28";0,0180548911727362;0,0185936816687723
"29";0,0179957664514437;0,018573139477702
"30";0,0179370429523554;0,0185503045332085
"31";0,0178785632729145;0,0185252347038788
"32";0,0178201468631288;0,0184980086909914
"33";0,0177617011332589;0,0184686762615315
"34";0,0177030779397218;0,0184373022283165
"35";0,0176441738906416;0,0184039201551271
"36";0,0175848994826036;0,0183685717073459
"37";0,0175251682985176;0,0183312811897796
"38";0,0174648815759949;0,018292085638324
"39";0,0174039853043541;0,0182510093577857
"40";0,0173424038686413;0,0182080535055364
"41";0,0172800863444998;0,018163241229011
"42";0,0172169524874888;0,0181165817871834
"43";0,0171529745206864;0,0180680855963994
"44";0,0170880845449503;0,0180177607582611
"45";0,0170222470675472;0,0179655991711663
"46";0,0169554327683927;0,0179116043072302
"47";0,0168875984389419;0,0178557773238247
"48";0,0168186931548381;0,0177981263225518
"49";0,0167487122865942;0,0177386351002073
"50";0,0166776265141262;0,0176772978699323
"51";0,0166053988015382;0,0176141204185856
"52";0,0165320306919925;0,0175490934871933
"53";0,0164575160128399;0,0174822031872944
"54";0,0163817853217758;0,0174134483615172
"55";0,0163049065179424;0,0173428266951181
"56";0,0162268502812555;0,0172703358733538
"57";0,0161476042664167;0,017195967794622
"58";0,0160671731029128;0,0171197328752684
"59";0,0159855938266396;0,0170416253284343
"60";0,0159028556354609;0,0169616463114914
"61";0,0158190017379218;0,0168798212866181
"62";0,0157340336771845;0,0167961537259296
"63";0,0156479838596579;0,0167106505736564
"64";0,0155609248139712;0,016623340764092
"65";0,0154728411085012;0,0165342532315301
"66";0,015383814530851;0,0164434169102641
"67";0,0152939098938383;0,0163508734656769
"68";0,0152031488017357;0,0162566553041773
"69";0,0151116238442825;0,0161608075632632
"70";0,0150193766868616;0,0160633962131241
"71";0,0149265060918617;0,0159644710207448
"72";0,0148330722426134;0,0158641014284301
"73";0,0147391739015055;0,0157623487768821
"74";0,014644863536057;0,0156592998689818
"75";0,014550284660364;0,0155550322486359
"76";0,0144554743103225;0,0154496304039816
"77";0,0143605621115675;0,015343189239502
"78";0,0142656483696502;0,0152358129186538
"79";0,0141708225879854;0,0151275975032917
"80";0,0140761742699879;0,0150186390552706
"81";0,0139818129801827;0,0149090579412516
"82";0,013887829765147;0,0147989675836656
"83";0,0137943388188927;0,0146884744607129
"84";0,0137014188426984;0,0145777047259136
"85";0,0136091516241672;0,0144667718016986
"86";0,0135176467278243;0,0143558041563312
"87";0,0134269612506755;0,0142448990090379
"88";0,0133371939551097;0,014134195244428
"89";0,0132483772475357;0,0140237993407018
"90";0,0131606037176928;0,0139138119892009
"91";0,0130738995993407;0,0138043628155606
"92";0,012988329705297;0,0136955409374052
"93";0,0129039164114153;0,0135874354723588
"94";0,012820680550387;0,0134801459543913
"95";0,0127386344675107;0,0133737533995249
"96";0,0126577943659909;0,0132683260926923
"97";0,0125781671900579;0,0131639265319676
"98";0,0124997313354393;0,0130606183727968
"99";0,0124224605683756;0,0129584525395366
"100";0,0123463464014739;0,0128574753270566
"101";0,0122713417682833;0,0127576994664461
"102";0,0121974204350444;0,012659165465716
"103";0,0121245322489816;0,0125618872133274
"104";0,0120526394026179;0,0124658751256258
"105";0,0119816878852721;0,0123711384615852
"106";0,0119116190567757;0,0122776737490904
"107";0,0118423866222591;0,0121854879323719
"108";0,0117739381142033;0,0120945601787382
"109";0,0117062303240631;0,0120048823865872
"110";0,011639193809534;0,0119164395100862
"111";0,0115727807325838;0,011829218818146
"112";0,0115069525141546;0,0117432006354471
"113";0,0114416752046752;0,0116583780177589
"114";0,0113768839913279;0,0115747162439291
"115";0,0113125526403532;0,0114922222581882
"116";0,011248675750683;0,0114108543951535
"117";0,0111851807936881;0,0113306033958509
"118";0,0111220777999236;0,0112514692602806
"119";0,0110593258755878;0,0111734369426098
"120";0,0109969373659794;0,0110964890822624
"121";0,0109348860373389;0,0110206233644948
"122";0,0108731911791953;0,0109458397893072
"123";0,0108118373599253;0,0108721290977256
"124";0,0107508346100841;0,0107995017060956
"125";0,0106902107065935;0,0107279599291607
"126";0,0106299617915478;0,0106575026095492
"127";0,0105701303019107;0,0105881609962982
"128";0,0105107278113998;0,0105199350894076
"129";0,0104517944422355;0,0104528515084276
"130";0,0103933595145019;0,0103869264565625
"131";0,0103354662367441;0,0103221865533625
"132";0,0102781362132347;0,0102586410578015
"133";0,0102214203683304;0,0101963339500057
"134";0,0101653518800211;0,0101352860626665
"135";0,0101099816726635;0,0100755159137318
"136";0,0100553452389912;0,0100170686406997
"137";0,0100014819296433;0,00995995234517218
"138";0,00994844035423303;0,00990421795150609
"139";0,00989625754865628;0,00984987240393185
"140";0,00984496977722761;0,0097969434793713
"141";0,00979460636003118;0,00974546126948977
"142";0,00974521744984253;0,00969544024143404
"143";0,00969683236674583;0,00964689370497917
"144";0,00964944802441643;0,00959984654361762
"145";0,00960311611879219;0,0095542866049461
"146";0,00955784822359054;0,00951023761508534
"147";0,00951365436936659;0,00946770015272122
"148";0,00947055847513637;0,00942666380150804
"149";0,00942856748513033;0,00938711872378599
"150";0,00938768217092965;0,00934906954904204
"151";0,00934789790304733;0,00931249312984133
"152";0,00930921005199642;0,00927737384166532
"153";0,00927161553145226;0,00924368506496392
"154";0,009235119742483;0,00921139670807181
"155";0,00919966944598843;0,00918049141041283
"156";0,0091652862462411;0,00915091882631617
"157";0,00913192693469594;0,00912265233623171
"158";0,00909958379554131;0,00909565143214846
"159";0,00906821439181331;0,00906988197159999
"160";0,00903781023611914;0,00904529418760133
"161";0,00900833969363117;0,00902184815082735
"162";0,00897976727161593;0,00899947904846043
"163";0,0089520729089632;0,00897816431175158
"164";0,0089252157118714;0,00895784433605601
"165";0,00889917407606798;0,00893848150679209
"166";0,008873910194076;0,00892001332588566
"167";0,00884938394367502;0,00890240449349857
"168";0,00882558297956646;0,00888559771972952
"169";0,00880247798166615;0,00886954439496531
"170";0,00878002728459133;0,00885420458988079
"171";0,00875820156825785;0,00883953258829209
"172";0,00873697922839316;0,00882548035927189
"173";0,00871632322910148;0,00881200623743742
"174";0,00869622199666539;0,00879907260820704
"175";0,00867663232253979;0,00878663491276861
"176";0,00865754108984493;0,00877464222676546
"177";0,00863892515114596;0,00876307603224967
"178";0,00862075827268335;0,00875188945566566
"179";0,00860301036279178;0,00874105761352095
"180";0,0085856744772408;0,00873053768306103
"181";0,00856872283910856;0,00872030188736406
"182";0,00855214618942113;0,00871031087579079
"183";0,00853591289335084;0,0087005524959379
"184";0,00852001600666725;0,00869099434139659
"185";0,00850443701142246;0,0086816109499885
"186";0,00848916279073672;0,00867238380376575
"187";0,00847417405508097;0,00866328396843475
"188";0,00845945691599429;0,00865429987027807
"189";0,00844500828715204;0,00864541009791846
"190";0,00843081350851213;0,00863658340231886
"191";0,00841685097580203;0,00862782441296624
"192";0,00840311837427824;0,00861910882505398
"193";0,00838959950073637;0,00861042737960815
"194";0,00837631132996198;0,0086017667668537
"195";0,00836319136388093;0,00859310673278512
"196";0,00835027586680786;0,00858444785608829
"197";0,00833755249344415;0,00857577451224466
"198";0,00832499578161147;0,00856709306679883
"199";0,00831260495972865;0,00855837921494419
"200";0,00830038311412033;0,008549631799309
"201";0,00828830709735167;0,00854084098223344
"202";0,00827639465578937;0,00853201255057622
"203";0,00826461492618697;0,00852314592565148
"204";0,00825296713696329;0,00851421911739609
"205";0,0082414682629039;0,00850524196346987
"206";0,00823009284183045;0,0084962167786163
"207";0,0082188439600676;0,00848713141043209
"208";0,00820770464282977;0,00847799106709008
"209";0,00819669340806486;0,00846878996173155
"210";0,00818578787991916;0,00845952577961301
"211";0,00817499654578545;0,00845020662233668
"212";0,00816429780139121;0,00844082033749923
"213";0,00815370399203501;0,00843138775779206
"214";0,00814320277241827;0,00842188399972268
"215";0,00813280185835261;0,00841232468780962
"216";0,00812249353402641;0,00840270866468115
"217";0,00811227162679037;0,00839304055982423
"218";0,00810213767980681;0,00838331400769428
"219";0,00809208552042643;0,00837353884595112
"220";0,00808211051916227;0,00836371275985125
"221";0,00807221884866363;0,00835383054122184
"222";0,00806240433628119;0,00834389855560747
"223";0,00805265926620335;0,00833392432592447
"224";0,00804299444056637;0,00832390380137175
"225";0,00803339365616585;0,0083138450835515
